id,short_name,account_name,address,pan_number,balance,phone_number,email,contact_name,group,collector,guarantee_world_insurer,credit_limit,overdue120,grant_period,pause
,,Narayan Bajaj,,,0,,,,Normal,,,0,0,0,0
,,Narayani Cement Udhyog Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Narayani Infosys,,,0,,,,Normal,,,0,0,0,0
,,Narayani Media House Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Narayani Online,,,0,,,,Normal,,,0,0,0,0
,,Narayani Yatayat Byabasai Company Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Narayan Khadka,,,0,,,,Normal,,,0,0,0,0
,,Narayan Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Naren books and stationery,,,0,,,,Normal,,,0,0,0,0
,,Narendra Devkota,,,0,,,,Normal,,,0,0,0,0
,,Naresh Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Narharinath Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Narkaji Gurung,,,0,,,,Normal,,,0,0,0,0
,,Nashib garment,,,0,,,,Normal,,,0,0,0,0
,,National Banking Institute Ltd.,,,0,,,,Normal,,,0,0,0,0
,,National Centre for Rheumatic Diseases Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,National College for Higher Education Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,National College of Engineering,,,0,,,,Normal,,,0,0,0,0
,,National College Pvt. Ltd,,,0,,,,Normal,4,,0,0,0,0
,,National Infotech College Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,National Institute of Engineering and technology Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,National Institute of MGMT Excellence,,,0,,,,Normal,,,0,0,0,0
,,National Insurance Company Limited,,,0,,,,Normal,,,0,0,0,0
,,National Life Insurance Company Limited,,,0,,,,Normal,4,,0,0,0,0
,,National Reconstruction Authority,,,0,,,,Normal,,,0,0,0,0
,,National School of Sciences Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,National Software & IT Solution,,,0,,,,Normal,,,0,0,0,0
,,National Tourism Enterprenure Association of Nepal,,,0,,,,Normal,,,0,0,0,0
,,National Youth Council,,,0,,,,Normal,,,0,0,0,0
,,National Youth Federation Nepal (NYFN),,,0,,,,Normal,,,0,0,0,0
,,Native Institute of Multiple Studies Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Naturo Earth Pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,Natyashwori Nirman Sewa,,,0,,,,Normal,,,0,0,0,0
,,Naulakha Saving & Credit Co-operative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nawajeeban sacoos,,,0,,,,Normal,,,0,0,0,0
,,Nawa Prabhat Pustak Bhandar,,,0,,,,Normal,,,0,0,0,0
,,Nawa Srijanshil Saving & Credit Co-operative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nawa Triveni Multiple Cooperative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nawayug Multipurpose Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,NCEB School,,,0,,,,Normal,,,0,0,0,0
,,NEA employee union,,,0,,,,Normal,,,0,0,0,0
,,Neat Dental Care Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nebiz Hub,,,0,,,,Normal,,,0,0,0,0
,,Neco Insurance Limited,,,0,,,,Normal,,,0,0,0,0
,,Nectar Digit Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nectar Wellness Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Neelam Gahana Pasal.,,,0,,,,Normal,,,0,0,0,0
,,Neel David saloon BRT,,,0,,,,Normal,,,0,0,0,0
,,Neema Education Foundation Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Neeraj Adhikari,,,0,,,,Normal,,,0,0,0,0
,,Nehal Darjee,,,0,,,,Normal,,,0,0,0,0
,,Neo Saving And Credit Co-operative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Neo Software Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Neosys Technology Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Academy of Tourism and Hotel Management,,,0,,,,Normal,,,0,0,0,0
,,Nepal Administrative Staff College,,,0,,,,Normal,,,0,0,0,0
,,Nepal agrawal sabha biratnagar,,,0,,,,Normal,,,0,0,0,0
,,Nepal Agro Centre,,,0,,,,Normal,,,0,0,0,0
,,Nepal Agroforestry Foundation,,,0,,,,Normal,,,0,0,0,0
,,Nepal Appllied Mathmatics and Informatics Institute,,,0,,,,Normal,,,0,0,0,0
,,Nepal Australia Education and Visa Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Baptist Church Council,,,0,,,,Normal,,,0,0,0,0
,,Nepal bar Association Morang,,,0,,,,Normal,,,0,0,0,0
,,Nepal Biogas Promotion Association,,,0,,,,Normal,,,0,0,0,0
,,Nepal Can Move Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Chamber Of Industries and Commerce Kathmandu,,,0,,,,Normal,,,0,0,0,0
,,Nepal Clearing House Public Limited,,,0,,,,Normal,,,0,0,0,0
,,Nepal College of Information Technology,,,0,,,,Normal,,,0,0,0,0
,,Nepal Communist Party (UML) Morang,,,0,,,,Normal,,,0,0,0,0
,,Nepal Council of Arbitration,,,0,,,,Normal,3,,0,0,0,0
,,Nepal Data and Research Center,,,0,,,,Normal,,,0,0,0,0
,,NEPAL DIAL SERVICES PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,Nepal Digital Cable(P) Ltd Hamro TV,,,0,,,,Normal,,,0,0,0,0
,,Nepal Digital Payment Company Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Doorshchar Company Limited,,,0,,,,Normal,,,0,0,0,0
,,Nepal E-Biz Management Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Electrician Association,,,0,,,,Normal,,,0,0,0,0
,,Nepal Electricity Authority,,,0,,,,Normal,3,,0,0,0,0
,,Nepal Engineering Council,,,0,,,,Normal,,,0,0,0,0
,,Nepal English Language Teachers' Association,,,0,,,,Normal,,,0,0,0,0
,,"Nepalese Army Institute of Health Sciences, College of Medicine (NAIHS-COM)",,,0,,,,Normal,,,0,0,0,0
,,Nepalese Young Entrepreneurs Forum,,,0,,,,Normal,,,0,0,0,0
,,Nepal Everest Food & Snacks Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,NEPAL GAS INDUSTRIES PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Gem And Jewellery Association,,,0,,,,Normal,,,0,0,0,0
,,Nepal General Marketing Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepalgunj Campus of Management & Technology Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Health Research Council,,,0,,,,Normal,,,0,0,0,0
,,Nepali Congress District Working Committee,,,0,,,,Normal,,,0,0,0,0
,,Nepali Congress Local Level Coordination Department,,,0,,,,Normal,,,0,0,0,0
,,Nepali Congress Okhaldhunga,,,0,,,,Normal,,,0,0,0,0
,,Nepali congress tarkeshwor Nagar karya samiti,,,0,,,,Normal,,,0,0,0,0
,,"Nepal Insurance Authority, Karnali Province Office",,,0,,,,Normal,,,0,0,0,0
,,Nepal Insurance Co Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepali Paisa Media Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepali Senamaa Supath Mulye Canteen,,,0,,,,Normal,,,0,0,0,0
,,Nepal Janaswasthya Co-Operative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Juridical Law Associates & Research Center,,,0,,,,Normal,,,0,0,0,0
,,Nepal Khula Vishwa Vidhyalaya,,,0,,,,Normal,,,0,0,0,0
,,NEPAL LAB HOUSE PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,Nepalland IT Solution Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Life Insurance Company Limited,,,0,,,,Normal,6,,0,0,0,0
,,Nepalma Baneko Import and Export Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Medical college (Pvt.) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Medicare Center Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Mega College,,,0,,,,Normal,,,0,0,0,0
,,Nepal Mountain Academy,,,0,,,,Normal,,,0,0,0,0
,,Nepal Mountaineering Association,,,0,,,,Normal,,,0,0,0,0
,,Nepal Netrajyoti Sangh,,,0,,,,Normal,,,0,0,0,0
,,Nepal News Network International Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Nursing Council,,,0,,,,Normal,,,0,0,0,0
,,Nepal Ophthalmic Society,,,0,,,,Normal,,,0,0,0,0
,,Nepal Patrakar Mahasangh,,,0,,,,Normal,,,0,0,0,0
,,Nepal Pharmaceuticals Laboratory Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepal Police School,,,0,,,,Normal,,,0,0,0,0
,,Nepal Press Union,,,0,,,,Normal,,,0,0,0,0
,,"Nepal Red Cross Society, Lalitpur",,,0,,,,Normal,,,0,0,0,0
,,Nepal Renewable Energy Development Company Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepal Tea Exchange,,,0,,,,Normal,,,0,0,0,0
,,Nepal Telecom,,,0,,,,Normal,,,0,0,0,0
,,Nepal Telecom Babarmahal,,,0,,,,Normal,,,0,0,0,0
,,Nepal Television,,,0,,,,Normal,,,0,0,0,0
,,Nepal Trade Network,,,0,,,,Normal,,,0,0,0,0
,,Nepa Multipurpose Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nepmeds pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nepware Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nesfield Internationa;L College,,,0,,,,Normal,,,0,0,0,0
,,Net Max Technologies Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Neuro And Allied Clinic,,,0,,,,Normal,,,0,0,0,0
,,Neuro Cardio and Multispecialty Hospital Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Neuro Clinic,,,0,,,,Normal,4,,0,0,0,0
,,New Age Consultancy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,New Bhairav IT Solution,,,0,,,,Normal,,,0,0,0,0
,,New BMW Auto center Pvt . Ltd,,,0,,,,Normal,,,0,0,0,0
,,New Bullet  Traders,,,0,,,,Normal,,,0,0,0,0
,,New Chandan Electric Suppliers,,,0,,,,Normal,,,0,0,0,0
,,New Chaulani Technical Institute,,,0,,,,Normal,,,0,0,0,0
,,New Creative English Boarding School,,,0,,,,Normal,,,0,0,0,0
,,New Lumbini Impex,,,0,,,,Normal,,,0,0,0,0
,,New Men's Hair Cutting Salon,,,0,,,,Normal,,,0,0,0,0
,,Newmew.Com,,,0,,,,Normal,,,0,0,0,0
,,New Sparkle International Educational Institute Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,NexLogiQ I.C.T Service Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,"Next Education Biratnagar Pvt. Ltd.
",,,0,,,,Normal,,,0,0,0,0
,,Next Generation Residential Academy,,,0,,,,Normal,,,0,0,0,0
,,NEXT SMART SHOPPING PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,Next Term Education,,,0,,,,Normal,,,0,0,0,0
,,Nicholson college Nepal,,,0,,,,Normal,,,0,0,0,0
,,NIC Technical College,,,0,,,,Normal,,,0,0,0,0
,,NIDI GROUP NGOIME AND STUDENT PLACEMENT PVT.LTD,,,0,,,,Normal,,,0,0,0,0
,,Nijamati Residential School,,,0,,,,Normal,,,0,0,0,0
,,Nikhil Job (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Nilkantha Acharya,,,0,,,,Normal,,,0,0,0,0
,,NIMB Ace Capital Limited,,,0,,,,Normal,6,,0,0,0,0
,,NIMS Technical Education Service,,,0,,,,Normal,,,0,0,0,0
,,Nipuna Prabidhik Sewa Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nirajan Khadka,,,0,,,,Normal,,,0,0,0,0
,,Nirajan Lamichhane,,,0,,,,Normal,,,0,0,0,0
,,Niraj Bikram,,,0,,,,Normal,,,0,0,0,0
,,Niraj Regmi,,,0,,,,Normal,,,0,0,0,0
,,Niramaya Diagnostics Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Niranjan Tibrewala,,,0,,,,Normal,,,0,0,0,0
,,Nirmala,,,0,,,,Normal,,,0,0,0,0
,,Nirman Sansar Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nirwachan Adhikrit(Election Area 5),,,0,,,,Normal,,,0,0,0,0
,,Nischal shahi,,,0,,,,Normal,,,0,0,0,0
,,Nishad Malla,,,0,,,,Normal,,,0,0,0,0
,,Nishant Aryal,,,0,,,,Normal,,,0,0,0,0
,,Nishant Subedi,,,0,,,,Normal,,,0,0,0,0
,,Nishesh Butwal Educational Consultancy PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,N.K. Digital Services Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,NLG Insurance Co. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nobel Gas Udyog (P) Ltd.,,,0,,,,Normal,,,0,0,0,0
,,"Norvic International Hospital
",,,0,,,,Normal,,,0,0,0,0
,,Nosepin,,,0,,,,Normal,,,0,0,0,0
,,Novel Insitute Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,NRS Sports Foundation Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,N.S. Global Solution Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Nutan Dahal,,,0,,,,Normal,,,0,0,0,0
,,Nyatapol Technologies Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,OCEAN MOTORS INTERNATIONAL PVT. LTD.,,,0,,,,Normal,,,0,0,0,0
,,October Education Consultancy Pvt LTD,,,0,,,,Normal,,,0,0,0,0
,,ODYSSEY INTERNATIONAL ACADEMY,,,0,,,,Normal,,,0,0,0,0
,,Odyssey International Education Center,,,0,,,,Normal,,,0,0,0,0
,,"Office of Chief Minister and Council of Ministers (OCMCM), Gandaki Province, Pokhara",,,0,,,,Normal,,,0,0,0,0
,,"Office of the Chief Minister and Council of Ministers, Karnali Province",,,0,,,,Normal,,,0,0,0,0
,,"Office of the Election Officer, Tadi Rural Municipality",,,0,,,,Normal,,,0,0,0,0
,,Oho Cake Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Ojas Solutions Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Okay Journey Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Oli Poultry Breeding Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Om Education Consultancy Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Omiba Solutions Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Omkar Polyclinic,,,0,,,,Normal,,,0,0,0,0
,,Om National Academy,,,0,,,,Normal,,,0,0,0,0
,,Omni Motors Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Om Shanti Jewelers and Gems,,,0,,,,Normal,,,0,0,0,0
,,Om shivam saving & credit co-operative ltd,,,0,,,,Normal,,,0,0,0,0
,,OneTech Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Online Digital and Development Expert Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Online Securities (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Online Visa Friendly Solution,,,0,,,,Normal,,,0,0,0,0
,,Online Zeal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,ONYX MOTORS PVT LTD,,,0,,,,Normal,,,0,0,0,0
,,Opportunity Village Nepal,,,0,,,,Normal,,,0,0,0,0
,,Oral Solution The Dental Clinic Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Orbit Energy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Oshan Chaudhary,,,0,,,,Normal,,,0,0,0,0
,,Outright Solutions Nepal Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Oxford Boarding School Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Oxford Education and Visa Services,,,0,,,,Normal,,,0,0,0,0
,,Oxford Practical English School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Oxford Smart Education Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Oxpan Microsys Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pacific Education and visa services,,,0,,,,Normal,,,0,0,0,0
,,Padam Bahadur shahi,,,0,,,,Normal,,,0,0,0,0
,,Page3 Services Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pagoda Labs Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Paicho Pasal,,,0,,,,Normal,,,0,0,0,0
,,"Palata Rural Municipality
",,,0,,,,Normal,,,0,0,0,0
,,Pallavi Electra Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Palpa Chamber of Commerce and Industry,,,0,,,,Normal,,,0,0,0,0
,,Panas Motors Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Panchadewal Binayak Municipality,,,0,,,,Normal,,,0,0,0,0
,,Panchakanya Automobiles,,,0,,,,Normal,,,0,0,0,0
,,Panchakanya Plast Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pancha Kashmiri Takiya,,,0,,,,Normal,,,0,0,0,0
,,Pancham Ayurved Clinic,,,0,,,,Normal,,,0,0,0,0
,,Panchapuri Municipality,,,0,,,,Normal,3,,0,0,0,0
,,Panchashakti Seed Company Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Panchkhal Municipality,,,0,,,,Normal,,,0,0,0,0
,,Panch Tara Saving & Credit Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Panini Education Network,,,0,,,,Normal,,,0,0,0,0
,,Panini School Pvt Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Parbat English Boarding School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Paridi Motors Pvt.Ltd,,,0,,,,Normal,,,0,0,0,0
,,Parijat Saving And Co-Operative Society L.t.d,,,0,,,,Normal,,,0,0,0,0
,,Parsa F.M. Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Parsagadhi Municipality,,,0,,,,Normal,,,0,0,0,0
,,Parth International (P) Ltd,,,0,,,,Normal,,,0,0,0,0
,,Partner Ved,,,0,,,,Normal,,,0,0,0,0
,,Paschimanchal Automobiles Dealers Association,,,0,,,,Normal,,,0,0,0,0
,,Paschimanchal Prabidhik Shikshalay Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Paschim Nepal Saving and Credit Cooperative Society Ltd,,,0,,,,Normal,,,0,0,0,0
,,Paschim Paryatan Sarokar Samuha,,,0,,,,Normal,,,0,0,0,0
,,Pashchimanchal Foundation Kaski,,,0,,,,Normal,,,0,0,0,0
,,Pashupati Education Parsa Pvt .Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pashupati Solutions Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Patan College of Professional Studies,,,0,,,,Normal,6,,0,0,0,0
,,Patanjali Ayurved Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pathao Nepal Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Pathibhara Media Center,,,0,,,,Normal,,,0,0,0,0
,,Pathivara Yangwarak Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Pathway Technologies,,,0,,,,Normal,,,0,0,0,0
,,Pauwadungma Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,Pavitra Prarathana Secondary School,,,0,,,,Normal,,,0,0,0,0
,,PAWAN KUMAR DADHICH,,,0,,,,Normal,,,0,0,0,0
,,Pay Nep Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Payo Softech Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Paywell Nepal Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Peace Nepal Handicraft Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Peak Education Network Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,PEA Mentors Digital Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Pemba Sherpa,,,0,,,,Normal,,,0,0,0,0
,,Pen Education & Visa Consultant Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Penguin Education and Visa Services,,,0,,,,Normal,,,0,0,0,0
,,Pentagon Education Network ltd.,,,0,,,,Normal,,,0,0,0,0
,,Peoples choice education consultancy pvt. ltd.,,,0,,,,Normal,,,0,0,0,0
,,Peoples Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Peoples Energy Limited,,,0,,,,Normal,,,0,0,0,0
,,Peoples Power Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Perigee Informatics Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Peshal Kumar Pahadi,,,0,,,,Normal,,,0,0,0,0
,,Phaktanglung Rural Municipality,,,0,,,,Normal,,,0,0,0,0
,,PIE Software Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,PINK ROSE ADVERTISING SERVICE,,,0,,,,Normal,,,0,0,0,0
,,Pioneer Trade Concern,,,0,,,,Normal,,,0,0,0,0
,,Pipalbot Multipurpose Co-Operative Ltd,,,0,,,,Normal,,,0,0,0,0
,,Pitstop Service Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,P K Chamena Griha And Restaurant,,,0,,,,Normal,,,0,0,0,0
,,Planet Earth Solutions Pvt. ltd.,,,0,,,,Normal,4,,0,0,0,0
,,"Planning Department, Food Management and Trading Company Ltd.",,,0,,,,Normal,,,0,0,0,0
,,Plus Size Nepal Pvt ltd,,,0,,,,Normal,,,0,0,0,0
,,PMAMP DOLAKHA,,,0,,,,Normal,,,0,0,0,0
,,PMAMP PIU Palpa,,,0,,,,Normal,,,0,0,0,0
,,"PMAMP, Project Implementation Unit, Nuwakot",,,0,,,,Normal,,,0,0,0,0
,,Pokhara Chamber of Commerce & Industry,,,0,,,,Normal,,,0,0,0,0
,,POKHARA COMPUTER AND MANAGEMENT TRAINING PVT.LTD,,,0,,,,Normal,,,0,0,0,0
,,Pokhara Golden Future Boarding School Pvt.,,,0,,,,Normal,,,0,0,0,0
,,POKHARA HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED,,,0,,,,Normal,,,0,0,0,0
,,Pokhara Krishi Shit Bhandar Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Pokhara United Academy,,,0,,,,Normal,,,0,0,0,0
,,Pokhara Yatayat Pvt.Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Poko International Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Popkorn Media Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Prabhakar K Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Prabhav Consumer Cooperative Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Prabhu Digital Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Prabhu Mahalaxmi Life Insurance Limited,,,0,,,,Normal,4,,0,0,0,0
,,Prabhu Sah,,,0,,,,Normal,,,0,0,0,0
,,Prabhu Technology Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Prabin  Agrawal,,,0,,,,Normal,,,0,0,0,0
,,Prabin Man Singh,,,0,,,,Normal,,,0,0,0,0
,,Prabisha Trading Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pradeep Nepal,,,0,,,,Normal,,,0,0,0,0
,,Pradesh Lok Sewa Aayog Lumbini,,,0,,,,Normal,,,0,0,0,0
,,Pradesh Lok Sewa Aayog Sudurpashchim,,,0,,,,Normal,,,0,0,0,0
,,Pradesh Multimedia Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pradip Neupane,,,0,,,,Normal,,,0,0,0,0
,,Prajatantrik janaswastha sangh,,,0,,,,Normal,,,0,0,0,0
,,Prakash Khadka,,,0,,,,Normal,,,0,0,0,0
,,Pramod Agrawal,,,0,,,,Normal,,,0,0,0,0
,,Pramod Dawadi,,,0,,,,Normal,,,0,0,0,0
,,Pramod Neupane,,,0,,,,Normal,,,0,0,0,0
,,Pranic Healing Yoga Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pranita academy Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Prarambha Academy,,,0,,,,Normal,,,0,0,0,0
,,Prasadi Academy Higher Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Prashant Rijal,,,0,,,,Normal,,,0,0,0,0
,,Pratham IT System Pvt. Ltd.,,,0,,,,Normal,4,,0,0,0,0
,,Pratham pathology laboratory private limited,,,0,,,,Normal,,,0,0,0,0
,,Pravesh Khemka,,,0,,,,Normal,,,0,0,0,0
,,Praxis International Academy,,,0,,,,Normal,,,0,0,0,0
,,Prayas Health Foundation,,,0,,,,Normal,,,0,0,0,0
,,Prayash Saving And credit Co.ltd,,,0,,,,Normal,,,0,0,0,0
,,Premier Insurance Debtors,,,0,,,,Normal,,,0,0,0,0
,,Premier International Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Premier steel Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Premium Technologies Pvt Ltd,,,0,,,,Normal,4,,0,0,0,0
,,Prem Upadhyay,,,0,,,,Normal,,,0,0,0,0
,,Prerana English School. Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Presidential Business School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Pretech,,,0,,,,Normal,,,0,0,0,0
,,Prime Chartered Academy Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Prime Educational Inc,,,0,,,,Normal,,,0,0,0,0
,,Prime Minister Agriculture Modernization Project Lamjung,,,0,,,,Normal,,,0,0,0,0
,,Primo Securities,,,0,,,,Normal,,,0,0,0,0
,,Prisma Technologies Private Limited,,,0,,,,Normal,,,0,0,0,0
,,Prithwi Secondary School Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,PR Nepal & Associates,,,0,,,,Normal,,,0,0,0,0
,,ProActive Developers & Business Solution Pvt. Ltd,,,0,,,,Normal,,,0,0,0,0
,,Professional Computer System (P) Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Professional Educators Limited,,,0,,,,Normal,4,,0,0,0,0
,,Promoted Education Foundation,,,0,,,,Normal,,,0,0,0,0
,,"Province Public Service Commission, Karnali Province, Surkhet",,,0,,,,Normal,,,0,0,0,0
,,ProvinciaL Assembly Secretariat,,,0,,,,Normal,,,0,0,0,0
,,Public Academy Secondary School,,,0,,,,Normal,,,0,0,0,0
,,Punyata Trading Pvt Ltd,,,0,,,,Normal,,,0,0,0,0
,,Purano Sinamangal Saving & Credit Cooperative Society Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Purbanchal campus,,,0,,,,Normal,,,0,0,0,0
,,Purbey Software Pvt. Ltd.,,,0,,,,Normal,,,0,0,0,0
,,Purna lal Shrestha,,,0,,,,Normal,,,0,0,0,0
,,Purushottam Thapa,,,0,,,,Normal,,,0,0,0,0
,,Purwanchal campus,,,0,,,,Normal,,,0,0,0,0
,,Pushpalal Memorial College,,,0,,,,Normal,,,0,0,0,0
,,Pushpa sadan boarding secondary school,,,0,,,,Normal,,,0,0,0,0
